expert_id,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37,layer_38,layer_39,layer_40,layer_41,layer_42
81,6,7,10,2,3,0,0,3,3,2,0,2,1,0,1,0,0,2,0,2,0,2,2,2,2,3,0,1,1,6,0,3,0,0,2,0,0,1,1,1,0,3,3
82,5,6,4,0,2,0,1,5,2,0,0,0,4,0,2,3,0,1,2,0,0,0,1,0,0,4,0,0,0,1,1,1,0,0,3,1,0,0,0,2,0,0,0
83,3,6,5,5,1,0,0,1,0,1,0,1,2,3,1,1,0,5,0,1,1,5,1,1,1,0,1,0,0,0,0,3,0,0,5,0,3,1,1,0,2,1,7
84,2,4,7,3,0,3,0,0,2,3,8,1,0,2,0,0,0,0,3,1,2,4,0,0,0,0,0,1,0,0,4,1,3,0,2,7,0,1,0,0,0,0,1
85,6,3,4,0,0,2,1,2,6,2,1,2,1,0,2,4,3,0,0,5,3,2,0,1,0,5,1,3,4,3,7,0,0,0,0,1,0,0,0,1,0,0,0
86,1,6,4,2,0,2,0,0,1,2,4,0,2,2,0,0,0,0,5,4,0,6,0,0,2,2,0,2,0,3,0,1,0,0,0,0,1,0,0,0,1,2,3
87,2,3,1,7,0,0,2,1,0,0,0,0,2,2,0,0,1,4,0,1,0,0,0,0,3,0,4,2,1,2,2,1,0,0,0,0,2,0,0,0,0,0,3
88,7,3,5,0,5,0,0,2,0,2,0,0,0,1,3,1,0,1,1,1,3,0,0,1,1,2,1,4,0,0,1,0,1,1,1,1,3,3,1,0,1,0,1
89,4,1,4,1,1,1,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,2,0,2,0,2,1,3,1,5,3,0,0,6,1
90,3,3,2,9,6,2,3,2,0,2,2,0,0,2,2,1,0,1,1,1,0,0,0,3,0,7,0,2,0,0,0,1,0,0,4,4,1,1,0,1,0,0,5
91,7,5,3,0,0,0,7,0,0,0,1,1,2,2,1,2,0,0,0,7,3,2,4,0,1,0,2,0,3,1,0,1,1,3,0,4,2,3,1,1,0,0,1
92,2,4,3,0,1,2,4,1,0,0,0,0,2,0,0,1,0,1,0,5,1,2,0,4,1,1,2,1,0,0,0,0,0,0,0,2,4,1,0,0,1,1,4
93,4,2,6,2,2,6,5,0,0,0,0,1,3,1,0,1,0,3,0,3,3,1,0,1,1,3,0,0,1,0,0,2,2,0,4,4,0,2,1,1,1,1,0
94,6,2,4,1,3,2,2,0,1,0,3,3,1,1,3,0,1,0,0,3,0,2,0,4,0,2,1,3,2,2,1,8,0,0,0,1,0,5,3,0,0,0,2
95,4,3,1,0,0,2,5,1,1,4,5,2,2,2,0,1,0,3,1,7,2,0,0,1,0,1,2,1,0,3,2,0,4,1,1,0,1,0,8,1,0,1,0
96,2,2,6,8,0,6,3,6,1,1,2,4,0,4,0,0,6,0,1,4,5,0,5,0,0,1,1,0,0,0,5,0,1,0,2,1,0,0,0,1,1,0,3
97,1,3,2,0,10,0,0,1,3,0,3,3,1,2,3,1,0,0,2,2,0,1,0,3,3,0,0,0,0,0,0,0,3,2,1,0,3,1,3,0,0,6,0
98,1,5,4,0,2,0,0,0,0,0,2,2,1,1,1,0,0,0,2,0,3,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,5,0,0,8
99,4,5,5,2,0,2,0,3,1,4,1,0,1,3,2,0,0,1,7,2,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,2,1,2
100,3,6,6,1,0,0,0,2,0,3,3,0,1,3,1,1,0,0,0,2,1,0,1,4,0,2,0,3,0,1,0,0,0,0,0,5,0,1,0,0,2,0,5
101,3,0,2,8,0,1,0,0,1,1,1,2,2,0,1,1,0,5,2,2,1,2,0,0,4,6,0,0,7,5,0,0,1,0,2,0,0,1,1,0,0,1,1
102,5,5,4,0,0,1,0,0,0,2,1,2,0,1,0,0,1,0,0,4,1,3,0,0,1,0,0,4,0,0,0,0,2,3,1,0,1,3,0,2,0,0,0
103,7,2,2,1,10,0,2,1,5,1,0,0,0,1,0,0,1,2,1,2,0,0,2,2,0,0,0,1,2,3,1,0,3,1,0,0,1,0,1,0,0,2,0
104,5,4,2,0,7,1,3,0,0,4,1,0,1,2,2,0,5,2,0,1,0,0,2,2,0,2,0,2,3,4,2,1,2,1,2,0,1,0,1,0,2,1,0
105,6,3,3,5,5,1,2,0,1,3,2,3,6,0,0,0,0,0,0,0,2,1,2,0,0,1,3,0,0,0,0,5,0,0,1,1,1,0,4,0,3,2,3
106,7,1,2,1,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,4,1,1,2,2,1,0,0,1,0,0,0,1,2,1,6,1,0,0,2,0
107,5,1,1,1,1,6,3,1,0,0,3,0,0,1,2,0,0,1,5,8,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,3,0,1
108,3,4,5,4,1,0,0,0,0,3,0,0,1,1,1,2,0,4,1,3,2,0,0,1,1,1,0,2,0,0,0,0,0,2,3,0,1,1,0,0,0,1,0
109,4,5,5,1,5,1,0,0,6,1,3,1,1,0,0,0,2,3,2,0,6,2,0,0,0,0,0,4,4,2,3,0,0,0,2,1,4,0,1,1,0,1,1
110,1,0,5,0,2,1,4,3,2,2,2,0,1,1,2,0,2,2,0,0,3,0,0,0,1,0,0,2,1,5,0,0,1,0,1,3,0,1,1,0,0,0,0
111,3,2,0,3,0,0,3,0,0,3,1,0,1,0,0,2,0,2,1,6,0,2,0,1,1,6,0,0,0,1,0,3,3,0,0,5,1,0,0,1,0,2,1
112,5,6,4,6,2,0,3,1,0,3,1,2,0,2,1,0,3,3,0,4,2,0,5,1,1,2,0,2,1,0,1,0,2,3,0,1,0,2,1,3,2,2,3
113,1,3,3,1,3,0,3,0,0,1,0,1,1,0,0,0,2,1,0,2,0,2,1,3,0,0,0,1,1,1,1,6,0,0,0,3,3,0,0,0,0,1,0
114,3,5,3,1,2,0,0,3,4,1,0,0,1,0,0,0,0,0,6,0,1,0,2,6,0,3,0,1,0,0,2,0,0,1,4,0,1,3,3,1,1,0,2
115,5,4,3,2,0,4,0,4,1,3,0,0,0,9,0,0,2,1,0,4,2,2,1,4,6,0,0,1,1,1,3,0,0,1,4,6,3,0,2,2,0,1,0
116,6,9,1,3,2,0,0,0,3,2,0,0,0,1,2,0,3,0,1,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0
117,0,5,4,4,2,4,1,0,0,0,2,1,0,0,0,2,2,1,0,3,2,0,5,0,0,1,3,2,0,0,8,0,0,0,1,3,0,0,1,8,0,1,0
118,3,2,3,4,1,0,1,0,0,2,0,2,0,0,0,0,2,0,1,3,1,0,0,10,1,4,3,0,0,2,1,1,0,1,0,1,1,1,0,0,1,0,3
